Kim's Sweet Potato Casserole,"casserole3 cups mashed sweet potatoes
2 eggs, lightly beaten
1⁄2 cup sugar
1⁄2 teaspoon salt
1⁄4 cup melted butter
1⁄4 cup cream (or milk)
1 1⁄2 teaspoons vanilla extract
topping1⁄2 cup brown sugar
1⁄3 cup flour
1⁄2 cup chopped walnuts
1⁄2 cup chopped pecans
3 tablespoons melted butter","Mix all of the casserole ingredients together until well blended.Spread into a buttered casserole dish.Mix topping ingredients (except marshmallows) together and sprinkle over the casserole.Bake uncovered in a 350 degree oven for 35 minutes.Remove from oven.If topping with marshmallows, place them on the casserole and bake for an addition 5-7 minutes or until marshmallows have melted.Serve."
Old Fashioned Candied Yams,"8 medium sweet potatoes, baked,peeled and sliced in half lengthwise
2 1⁄2 cups water
1 1⁄3 cups packed dark brown sugar
4 tablespoons butter
1 1⁄2 teaspoons cinnamon
1 1⁄2 teaspoons vanilla","Combine all ingredients except sweet potatoes in 2 quart saucepan.Bring to a boil stirring occasionally.Reduce heat and simmer about 45 minutes, stirring occasionally.Place sliced sweet potatoes in an ungreased 9x13 dish in a single layer cut side up.Pour syrup over potatoes coating all pieces.Bake at 400 degrees until bubbly about 45 minutes basting every 15 minutes."
Twice Baked Sweet Potatoes,"3 medium sweet potatoes, fully baked in their jackets
1 tablespoon olive oil
2 shallots, finely chopped
1⁄4 cup grated asiago cheese
3 slices bacon, cooked crisp and crumbled
2 tablespoons sour cream
1⁄2 teaspoon salt
1⁄4 teaspoon black pepper","Saute chopped shallots in olive oil until they soften and begin to caramelize; do not burn.Preheat oven to 375°F.Cut potatoes in half lengthwise and scoop out soft flesh.Mash sweet potatoes in a bowl with cooked shallots, sour cream, salt and pepper.Stir in crumbled bacon and grated cheese.Fill empty potato shells with mixture.Bake at 375F for 45 minutes to one hour, or until potatoes are hot and toasty on top."
Grilled Sweet Potatoes,"4 sweet potatoes, sliced 1/2 "" thick
Marinade2 lemons, juice of
1⁄2 cup olive oil
1 tablespoon garlic salt
1 teaspoon ground pepper","Blanch sweet potatoes in boiling water for 2 minutes, then drain and cool with cold water.Mix marinade ingredients in a ziplock bag or bowl, then add sweet potatoes and marinade for at least 15 minutes.Preheat grill to 450°F.Remove sweet potatoes from the marinade, shaking off excess marinade, and place them on the grill. Cook until golden brown, about 3-4 minutes per side."
Sweet Potato Spread,"2 medium sweet potatoes, about 260 grams
1 carrot
1 onion
1⁄2 cup water
1 tablespoon tahini or 1 tablespoon natural unsalted almond butter
1⁄4 teaspoon curry
1⁄4 teaspoon ground cumin","COOK POTATOES:.In a saucepan, cover potatoes with water and bring to a boil.Simmer over medium heat until potatoes are soft when pierced with a knife (about 30 minutes).  (During this period, prepare sauce.).Remove from saucepan.  When cool, remove skin.PREPARE SAUCE:.While potatoes are cooking, peel carrot and onion, and chop into small pieces.Place chopped carrot and onion into another saucepan and cover with 1/2 cup of water.Simmer carrots and onions until soft, about 8 minutes.COMBINE IN FOOD PROCESSOR:.Pureee sweet potato in a food processor with tahini or almond butter, curry powder, and ground cumin until just combined.Add carrot-onion mixture and puree until smooth."
Parmesan-Roasted Sweet Potato Skins,"2 lbs sweet potatoes, small in size
2 ounces parmesan cheese, grated
3 tablespoons fresh parsley, chopped
2 garlic cloves, minced
1⁄2 teaspoon oregano
1⁄2 teaspoon rosemary, crumbled
1⁄4 teaspoon salt
1⁄4 teaspoon fresh ground black pepper","Preheat oven to 400 degrees F.Prick the sweet potatoes with a fork, then place them on a baking sheet & bake for about 35-45 minutes or until they are tender but not mushy, then remove them from the oven & set them on a wire rack to cool, while increasing the oven temperature to broil.In a medium bowl, combine the Parmesan cheese, parsley, garlic, oregano, rosemary, salt & ground pepper.When potatoes are cool enough to handle, halve  them lengthwise & scoop the flesh out of the skins, leaving a shell from 1/4-inch to 1/2-inch thick. Cut each sweet potato shell lengthwise into 1/2-inch-wide wedges.Add the skins to the herbed Parmesan mixture & gently toss to combine.Place the sweet potato wedges on a baking sheet & broil from 4 to 5 inches from the heat for 4 to 6 minutes, or until the cheese is melted & bubbly. Serve hot & ENJOY!"
Sweet Potato Casserole,"3 cups mashed sweet potatoes
1⁄2 cup sugar
2 beaten eggs
1⁄4 cup margarine, melted
1⁄2 cup milk
1 1⁄2 teaspoons vanilla
Topping1 cup brown sugar
1⁄3 cup flour
1 cup chopped pecans
1⁄3 cup margarine, melted","In large mixing bowl,mix sweet potatoes,sugar,eggs,margarine,milk	 and vanilla.Pour into 9 inch square greased baking dish.Mix topping ingredients and sprinkle over potatoes.Bake at 350 degrees for 35-40 minutes .Can be doubled and baked in 9x13 dish."
Sweet Potato Patties,"1 cup water
1 pinch sea salt
1⁄2 cup short grain brown rice
1⁄2 cup sweet potato, grated
1⁄2 onion, diced
1⁄2 cup whole grain flour
1 teaspoon olive oil","Be sure to have your rice cooked & cooled before you begin. This can happen at dinner the night before, at breakfast, or an hour before dinner. As long as the rice has cooled, it will be sticky enough to make into a patty.Stir together the rice, sweet potato, onion and salt in a large bowl. Allow it to sit for a few minutes, so that the salt can draw the moisture out of the potato & onion. Stir in enough flour to make the batter sticky, adding a spoonful or two of water if necessary. Form the mixture into tight balls, and squish slightly into a patty form.Heat a pan on medium, then add enough oil to coat the underside of each patty. Allow them to cook for 7-10 minutes, then flip. Cook another 5-7 minutes, and serve.These sweet potato brown rice patties can be served on their own, garnished with salsa and lettuce, on a bun as a burger, or many other ways. In the photo, I served them alongside some steamed kale, dressed with tamari and sesame seeds."
Sweet Potato (Yam) Casserole With Marshmallows,"1 (40 ounce) canbruce cut yams, drained
1⁄2 cup brown sugar
1⁄4 teaspoon salt
1⁄2 teaspoon cinnamon
1 egg, beaten
4 tablespoons melted butter
1 (16 ounce) bag miniature marshmallows","Butter 1 quart baking dish.Heat oven to 350 degrees.Mash yams in a large bowl and add brown sugar, salt, cinnamon, egg, and melted butter.Mix well.Place 1/2 mixture in baking dish.Top with a layer of marshmallows, then add remaining mixture.Bake for 30 minutes.Remove from oven and top with remaining marshmallows.Bake for another 10 minutes or until marshmallows are lightly browned."
Sweet Potato Pie,"1 cup packed baked sweet potato (peeled)
3 eggs, slightly beaten
2 (3 ounce) packages cream cheese, softened
1⁄2 cup brown sugar
1⁄2 cup sugar
1 teaspoon vanilla
1⁄4 cup butter, melted and cooled
1 unbaked 9-inch deep dish pie crust
1⁄2 teaspoon nutmeg
1⁄2 teaspoon cinnamon
1⁄4 teaspoon salt","Run sweet potatoes through a sieve or mash with fork.Add all the other ingredients to sweet potatoes and mix with mixer.Pour into an unbaked, deep dish pie shell.Bake at 350 degrees for 45 minutes or until set."
Caramelized Sweet Potatoes,"2 large yellow onions, cut in 3/4-inch chunks
4 teaspoons margarine
2 large sweet potatoes, peeled and sliced 1/2-inch thick (or 1#)
1⁄4 cup water
2 teaspoons brown sugar
3⁄4 teaspoon dried rosemary, crushed","In a large skillet cook onions in margarine over medium high heat for 3-4 minutes, or until onions are nearly tender, stir frequently.Stir in sweet potatoes and water.Cover and cook over medium heat for 12 to 15 minutes or until sweet potatoes are NEARLY tender, stirring occasionally. Notice that in last step you are cooking a bit longer.Uncover skillet;  add brown sugar and rosemary.Cook over medium low heat for 4-5 minutes or until onions and sweet potatoes are glazed, stirring gently occasionally."
Maple-Mashed Sweet Potatoes,"1 lb sweet potato, peeled and cut into 2-inch chunks
2 medium carrots, thinly sliced
2 tablespoons maple syrup
1 pinch ground nutmeg
1 dash fresh ground black pepper","Place the sweet potatoes and carrots in a medium saucepan. Add 1-inch water, cover, and bring to a boil over high heat. Reduce the heat to medium and simmer for 9 to 10 minutes, or until the vegetables are very tender. Drain in a colander and return to the saucepan. Mash until smooth. Stir in the maple syrup and nutmeg and pepper to taste."
Elvis' Favorite Sweet Potato Casserole,"4 medium sweet potatoes, peeled and cooked until tender
4 tablespoons unsalted butter, softened
1⁄2 cup brown sugar
1⁄2 teaspoon ground cinnamon
1⁄2 teaspoon vanilla
2 eggs, beaten
12 ounces evaporated milk
1⁄2 cup pecans, chopped
1 -2 cup mini marshmallows","cook sweet potatoes, peel and mash.In a large mixing bowl, blend sweet potatoes, brown sugar, cinnamon, vanilla and a pinch of salt.Stir in eggs and milk.Pour into a square baking dish.Bake at 375°F for 35 minutes.Remove from oven.Top with pecans and marshmallows and return to oven for 5 minutes or until marshmallows are puffed and browned."
Baked Pesto Chicken,"4 boneless skinless chicken breast halves
1⁄2 cup refrigerated basil pesto
1⁄2 cup mozzarella cheese, shredded",Preheat oven to 400 degrees F.Line baking sheet with heavy-duty foil.Place chicken and pesto in medium bowl; toss to coat.Place chicken on prepared baking sheet.Bake for 20-25 minutes or until chicken is no longer pink in center.Remove from oven; top with tomatoes and cheese.Bake for an additional 3-5 minutes or until cheese is melted.
Kittencal's Moist Cheddar-Garlic Oven Fried Chicken Breast,"1⁄3 cup butter, melted
2 tablespoons minced garlic (can use more or less)
2 teaspoons garlic powder, divided (garlic lovers can use more)
1⁄2 teaspoon seasoning salt (or can use white salt)
3⁄4 cup seasoned dry bread crumb (seasoned or plain)
1⁄2 cup finely grated cheddar cheese
1⁄4 cup freshly grated parmesan cheese
1⁄2 teaspoon ground black pepper (or to taste)
4 boneless skinless chicken breasts","Preheat oven to 350°F.Butter an 11 x 7-inch pan (if using more than 4 breasts use a larger pan).In a bowl, combine melted butter with fresh minced garlic, 1 teaspoon garlic powder and salt.In another bowl, combine the dry breadcrumbs with 1/2 cup finely grated cheddar cheese, Parmesan cheese 1 teaspoon garlic powder and coarse ground black pepper.Dip chicken in butter mixture; then in crumb mixture.Place in prepared pan and bake uncovered for 35-45 minutes or until cooked through, larger breasts may take more time (placing the chicken on a rack in a pan will produce an extra crispy crust).Top with shredded cheddar or mozzarella the last 5 minutes of cooking (this is only optional."
Chicken Breasts Diane,"4 large boneless skinless chicken breast halves
1⁄2 teaspoon salt
1⁄2 teaspoon fresh coarse ground black pepper
2 tablespoons olive oil
2 tablespoons butter
3 tablespoons chopped chives
1⁄2 lime, juice of
2 tablespoons brandy
3 tablespoons chopped fresh parsley
2 teaspoons Dijon mustard
1⁄4 cup chicken broth","Place chicken breast halves between wax paper and pound slightly with mallet.Sprinkle with salt and pepper.Heat 1 Tbsp each oil and butter in large skillet.Cook chicken over high heat 4 minutes each side.Do not cook longer or they will be dry.Transfer to a warm serving platter.Add chives, lime, brandy, parsley, and mustard to pan, whisking constantly for 15 seconds.Whisk in broth.Stir until sauce is smooth.Whisk in remaining butter and oil.Pour sauce over chicken and serve immediately."
Bacon Jack Chicken Sandwiches,"8 slices bacon
4 boneless skinless chicken breast halves
2 teaspoons poultry seasoning
4 slices monterey jack pepper cheese
4 hamburger buns, split
4 lettuce leaves
4 slices tomatoes
1⁄2 cup onion, thinly sliced
12 dill pickle slices","Preheat a grill for medium heat.While the grill preheats, place the bacon in a large skillet over medium-high heat.Cook until browned on both sides. Remove from the pan, and drain on paper towels.Rub the poultry seasoning onto the chicken pieces, and place them on the grill.Cook for about 6 minutes per side, or until no longer pink in the center.Top each piece of chicken with 2 slices of bacon and 1 slice of pepper jack cheese.Grill for 2 to 3 more minutes to melt the cheese.Place each piece of chicken on a bun, and top with lettuce, tomato, onion and pickle slices before serving with your favorite condiments."
Skillet Cranberry Chicken,"2 tablespoons margarine
1 medium onion, chopped
4 boneless skinless chicken breasts, cut into strips
1 cup ketchup
1⁄2 cup whole berry cranberry sauce
1⁄4 cup brown sugar
3 tablespoons white vinegar
1 tablespoon Worcestershire sauce
1 tablespoon prepared mustard
8 cups hot cooked brown rice","Melt margarine in a large skillet over medium heat.Add onion & chicken strips & saute 2-3 minutes until tender.Except for the rice, stir in the rest of the ingredients, & bring to a boil.Reduce heat & simmer 15 minutes.Serve over hot rice."
Mexican Grilled Chicken,"8 chicken thighs or 4 chicken breast halves, on the bone
Marinade ingredients1⁄2 onion
1 large garlic clove
1⁄4 cup olive oil
1⁄2 teaspoon Mexican oregano
1⁄2 teaspoon cumin
1 teaspoon salt
1⁄2 teaspoon black pepper
1⁄4 teaspoon dried chipotle powder
1 teaspoon paprika
1 limes, juice of or 2 tablespoons apple cider vinegar","Put all marinade ingredients in the blender or food processor and liquify.Put marinade in a gallon-size zip lock bag and add chicken pieces. Turn a few times to distribute marinade.Refrigerate for at least 2 hours I leave it for about 10 hours.Remove chicken from marinade and place on hot grill. Discard marinade.Grill, turning occasionally, until chicken is cooked through."
Lemon Chicken,"1 tablespoon dry sherry
1 tablespoon soy sauce
1⁄2 teaspoon salt
3 lbs boneless chicken breast halves
2 large eggs, beaten
1⁄4 cup cornstarch
1⁄2 teaspoon baking powder
2 cups vegetable oil
1 cup chicken broth
1⁄3 cup sugar
1 tablespoon cornstarch
1 tablespoon lemon juice
1 teaspoon salt
2 tablespoons vegetable oil
1 lemon, sliced","Combine first 3 ingredients in a large zip-lock bag.  Add chicken, and seal bag.  Marinate for 15 minutes in the refrigerator.Combine eggs, 1/4 cup cornstarch, and baking powder in a large bowl; stir well.  Dip chicken into batter, coating well.Pour 2 cups oil into a large heavy skillet.  Fry chicken in hot oil over medium-high heat until golden, turning occasionally.  Drain on paper towels.  Cut chicken into 1 1/2 inch X 1 inch pieces.  Arrange on a serving platter.Combine chicken broth and next 4 ingredients; set aside.  Place 2 tbsp oil in a large non-stick skillet; place over medium-high heat until hot.  Add lemon slices, and stir fry 30 seconds.  Add broth mixture, and stir fry 3 additional minutes or until sauce is thickened and clear.  Pour over chicken.  Serve immediately."
Easy Sesame Chicken With Apricot Sauce,"1 cup plain breadcrumbs
1⁄4 cup sesame seeds
1 teaspoon paprika
1 teaspoon garlic powder
1⁄2 teaspoon salt
1⁄4 teaspoon pepper
2 eggs
2 tablespoons water
2 tablespoons soy sauce
2 -2 1⁄2 lbs boneless skinless chicken breasts, tenderized
Apricot Sauce1 (18 ounce) jar apricot preserves
4 garlic cloves, crushed
4 teaspoons soy sauce
1⁄2 cup water","Mix the first six ingredients in a bowl.Beat the eggs with the water and soy sauce in another bowl.Dip the chicken into the egg mixture, then coat with the bread crumb mixture.Bake, uncovered at 375 degrees for 40 minutes or until the chicken is cooked through.Combine the sauce ingredients in a saucepan and cook for 10 minutes, stirring occasionally. Serve with the chicken."
Bruschetta Chicken,"1 lb chicken breast, boneless and skinless cut into serving pieces and pounded 1/2-inch thick
1 large egg, lightly beaten
1⁄2 cup breadcrumbs
3 tablespoons vegetable oil
3 tablespoons olive oil
2 teaspoons balsamic vinegar
2 tablespoons fresh basil, chopped
1⁄8 teaspoon garlic powder
1⁄8 teaspoon onion salt
1 large tomatoes, chopped
salt, to taste
pepper, to taste
mozzarella cheese, shredded for topping","In a medium bowl, whisk together the olive oil and balsamic vinegar.  Stir in the basil, garlic powder, onion salt and tomato.  Season with pepper to taste.  Allow to sit for at least 15 minutes, stirring occasionally.Meanwhile, heat the vegetable oil over medium heat.  Season the chicken with salt and pepper. Dip the chicken into egg, shake off the excess and then press into the breadcrumb mixture to coat.Heat the vegetable oil over medium heat in a large skillet. Place the chicken in the skillet and cook for 5 to 7 minutes on each side, until chicken is no longer pink in the center and it has a golden brown color. Reduce heat to low.Spoon the bruschetta over the chicken.  Top with mozzarella cheese.  Cover the chicken just long enough for the cheese to melt.Enjoy!"
BBQ Marmalade Chicken,"1 cup orange marmalade
2 tablespoons soy sauce
1 cup of your favourite barbecue sauce
12 boneless skinless chicken breasts or 24 boneless skinless chicken thighs
1 tablespoon cornstarch
2 tablespoons cold water","In a medium-size microwave-safe bowl, stir marmalade with soy sauce. Microwave, uncovered, on high until softened, 1 minute.OR melt in a saucepan, stirring often.Stir in barbecue sauce.Place chicken in crock pot. Pour in sauce. Stir to coat.Cover and cook on high setting 4 hours or low 6 hours.To bake, preheat oven to 350F (180C). Place chicken in a large, ovenproof casserole dish that will hold at least 16 cups (4 L). Pour sauce over chicken. Stir to evenly coat. Set on a baking sheet to catch any drips if it bubbles over.Bake, covered, in centre of preheated oven until chicken feels springy when pressed and sauce is bubbly, about 1 3/4 hours.To thicken sauce, remove cooked chicken to a large serving bowl.In a small bowl, stir cornstarch with water until dissolved.Carefully ladle liquid from slow cooker or casserole into a medium-size saucepan.Set over high heat. Bring to a boil. Stir in cornstarch mixture.Reduce heat to medium. Stir until sauce thickens, 2 minutes. Pour over chicken.Note: I prefer orange marmalade, ginger marmalade can be substituted. Recipe yields approximately 3 cups of sauce."
Thai Chicken Breasts,"2 1⁄2 tablespoons grated fresh gingerroot
2 tablespoons chopped garlic
1⁄8 teaspoon crushed red pepper flakes
4 boneless skinless chicken breasts, pounded thin
1⁄2 cup flour
salt and pepper, to season flour,to taste
2 tablespoons olive oil
4 tablespoons soy sauce
1⁄2 cup brown sugar
1⁄2 cup white wine vinegar
1 cup sugar snap pea (mangetout)","combine the gingerrot, garlic and red pepper flakes in a cup and set aside.Mix flour with salt and pepper to taste and dredge chicken pieces in this.Heat the olive oil in a large skillet.Saute the chicken until browned on both sides and cooked through.Remove the chicken and put in a warm dish, set aside in low oven to keep warm.Add the ginger-garlic mixture to the skillet and saute until lightly browned.Add the soy sauce, brown sugar, vinegar and fish sauce (if using).Bring the mixture to a boil.Reduce the heat and simmer, stirring frequently, until the sauce reduces and thickens.Pour the sauce over the chicken pieces in the warm serving dish and keep warm until ready to serve.Trim and shred the sugar snap peas diagonally.Just prior to serving sprinkle the top of the chicken with the shredded snap peas."
Frugal Gourmet's Chicken Piccata,"1 small yellow onion, chopped
2 garlic cloves, crushed
4 scallions, chopped
2 tablespoons olive oil
8 chicken breasts
1⁄2 cup flour
salt and pepper
2 tablespoons butter
2 tablespoons dry sherry
2 tablespoons lemon juice
1 tablespoon capers, chopped","Saute onions, garlic and scallions in olive oil until tender. Remove from pan and set aside. Remove skins and bones from chicken and pound flat. Mix flour, salt and pepper and place in a flat bowl. Dip chicken pieces into flour and lightly brown them in butter, 2-3 minutes per side. Add sauteed onions and garlic. Over high heat, add sherry, lemon juice and capers. This should thicken to make a nice gravy for the chicken. If gravy becomes too thick, add some chicken stock."
Diet Cola Chicken,"4 chicken breasts
nonstick cooking spray
1 cup ketchup
1 (12 ounce) can diet cola (I hear diet orange soda works well also)",Spray your pan with cooking spray.Place chicken breasts in pan.Brown lightly on each side.Mix Ketchup and Diet Cola together.Pour over chicken.Cook for about 45 minutes or until chicken is tender.Very Yummy!       Oven degree?
Empress Chicken,"1 1⁄2 cups chicken broth
3⁄4 cup sugar
1⁄4-1⁄2 cup cornstarch
1⁄2 cup soy sauce
1⁄2 cup white vinegar
3 -4 garlic cloves, minced
1 1⁄2 teaspoons fresh ginger, chopped
3 lbs boneless skinless chicken breasts, cubed
1⁄4 cup dark soy sauce (tamari)
1 large egg, beaten
1⁄2 cup cornstarch
2 cups green onions, minced (one bunch)
8 small hot peppers, diced (I used jalapenos)","Combine first 7 ingredients in a jar and shake vigorously. Store in fridge until ready.Mix chicken with 1/4 cup dark soy sauce. Stir in egg.Add cornstarch and mix chicken until coated.Deep fry in hot oil until golden brown.Drain on paper towels.Place a small amount of oil in wok and heat to very hot.Add onions and peppers and stir fry 30 seconds.Stir in sauce mixture (shake again first).Cook until thick. If it gets too thick, add some water until desired consistency.Add chicken and cook until hot and bubbly.Serve over hot rice."
Grilled Greek Chicken Breasts,"2 boneless skinless chicken breast halves
1 lemon, juice of
1 teaspoon dried oregano
1⁄2 teaspoon garlic salt (or can use fresh chopped garlic)
2 teaspoons olive oil
Serve with feta cheese
tzatziki, sauce (I use Tzatziki)
pitted kalamata olive","Combine lemon juice, oregano, garlic salt in shallow dish.  Whisk to combine.  While wisking stir in olive oil.Add chicken turning once.  Marinate 30-60 minutes turning half-way.Grill to your liking; discard marinade.Top chicken with feta cheese, tzatziki sauce (gyro sauce), and olives."
Sticken Chicken,"6 chicken thighs or 6 chicken breasts
1⁄2 cup flour
1 teaspoon garlic salt
1 teaspoon paprika
1⁄2 teaspoon ginger
2⁄3 cup brown sugar
1⁄2 cup water
1 tablespoon Worcestershire sauce
1⁄4 cup soy sauce","Preheat oven to 200 degrees.Wash chicken.Dry thoroughly.Coat chicken with flour seasoned with garlic salt, paprika and ginger.Arrange chicken skin side up in a single layer in baking pan.Roast, uncovered, for 1 hour.Drain.Mix other ingredients in a pot over a low flame. Pour over baked chicken when sugar has suitably melted. Bake for another 2 hours at 250 degrees or until chicken is done and delicously glazed.Basting and turning at least once will ensure an evenly coated glaze."
Cilantro Chicken,"4 boneless skinless chicken breast halves (2 lb. total)
1⁄4 cup lime juice
1⁄2 cup fresh cilantro, chopped
6 garlic cloves, chopped
1 tablespoon honey
1 tablespoon olive oil
1⁄2 teaspoon salt
1⁄4 teaspoon pepper","Pound the chicken breasts to an even thickness (about 1/2 in.) and place in a shallow baking pan.In a small bowl, mix lime juice, cilantro, garlic, honey, olive oil, salt, and pepper. Pour over chicken and turn pieces to coat evenly. Cover and chill at least 30 minutes or overnight.Lay chicken on a grill over medium heat (you can hold you hand over the surface only 4 to 5 seconds) and cook, turning once, until no longer pink in the center, 4 to 6 minutes per side."
Cashew Chicken,"1 lb boneless skinless chicken breast
2 teaspoons fresh ginger, minced
1 tablespoon peanut oil
1 medium red bell pepper, cut into thin strips
1⁄3 cup teriyaki sauce or 1⁄3 cup soy sauce
1⁄3 cup roasted cashews
hot cooked rice
coarsely chopped cilantro (to garnish)","Cut chicken into 1/2 inch slices, then into 1 1/2 inch strips; toss with ginger in a small bowl.Heat oil in a wok or large skillet over medium high heat.  Add chicken strips and stir fry 2 minutes.  Add red pepper and stir fry an additional 4 minutes or until chicken is cooked through.Add teriyaki sauce and stir fry 1 minute.  Stir in cashews.  Serve over rice and garnish with cilantro."
